release_day,title,video_url,instructions,solution,filename
5,Week 1 Day 5 Lesson 4: Custom classes with methods,https://vimeo.com/841391710/8d0da98d05,"In your `prework-exercises` repository, make a file called `154.rb`.  
Paste the code below and answer the following questions:
```
# QUESTION 1
# Create a Song class that stores a song's title, artist, and lyrics. 
# Add three methods to give the ability to print out the title, artist, and lyrics attributes.
# Demonstrate how those methods work.


# QUESTION 2
# The following code has several mistakes that cause it to crash and not run properly.
# Fix the mistakes to make sure the code runs properly.
class Person
  def initialize(input_name, input_age, input_occupation)
    @name = input_name
    @age = input_age
    @occupation = input_occupation
  end

  def get_name
    return input_name
  end
end

person = Person.new(""Shawn"", 42, ""accountant"")
puts Person.get_name
```
Commit your code and push your changes to GitHub.","# QUESTION 1
# Create a Song class that stores a song's title, artist, and lyrics. 
# Add three methods to give the ability to print out the title, artist, and lyrics attributes.
# Demonstrate how those methods work.
class Song
  def initialize(input_title, input_artist, input_lyrics)
    @title = input_title
    @artist = input_artist
    @lyrics = input_lyrics
  end

  def title
    return @title
  end

  def artist
    return @artist
  end

  def lyrics
    return @lyrics
  end
end

song = Song.new(""Happy Birthday"", ""Unknown"", ""Happy birthday to you..."")
puts song.title
puts song.artist
puts song.lyrics

# QUESTION 2
# The following code has several mistakes that cause it to crash and not run properly.
# Fix the mistakes to make sure the code runs properly.
class Person
  def initialize(input_name, input_age, input_occupation)
    @name = input_name
    @age = input_age
    @occupation = input_occupation
  end

  def get_name
    return @name
  end
end

person = Person.new(""Shawn"", 42, ""accountant"")
puts person.get_name",154.rb
5,Week 1 Day 5 Optional Additional Resources,,"Read the following chapter of the ""Learn to Program"" book to review custom methods and classes.
- https://pine.fm/LearnToProgram/chap_08.html
- https://pine.fm/LearnToProgram/chap_09.html",,
7,Week 2 Overview Lesson 1: Deliberate practice,https://vimeo.com/841398503/ea42d51591,,,
7,Week 2 Overview 2: Deliberate practice repository,https://vimeo.com/841398576/4ce1d29a6e,"Use GitHub Desktop to make a new repository called `deliberate-practice`.  
Open the repository in your text editor, make a new file called `practice.rb`  
Write some practice Ruby code.  
Use GitHub Desktop to commit your changes and publish your repository.

Open your GitHub repository in your web browser and add your instructor as a collaborator.",,
7,Week 2 Overview Lesson 3: Command line version control,https://vimeo.com/841398676/aed374c981,"In your `deliberate-practice` repository, add a new practice problem to `practice.rb`.  
Use the terminal to commit your code and push your changes to GitHub.
```
git add --all
git commit -m ""Add practice problem""
git push origin main```",,
7,Week 2 Overview Lesson 4: Job Hacking Career Inventory,https://vimeo.com/841398727/843eb0069b,"In your `prework-exercises` repository, make a file called `204.rb`.  
Paste the code below and follow the instructions:
```
# QUESTION 1
# Paste this link in your browser to make a copy of the Career Inventory Google document: 
#     https://docs.google.com/document/d/1XaPaG6QXSQEajkHE1noa5pMfa27qmegSOY_FY6zBoQA/copy  
# Fill in the answers for each question in the Career Inventory.
# Change the sharing settings of the document to ""Anyone with the link can view"" 
# Copy the link to your Career Inventory Google document and paste it below.


```
Commit your code and push your changes to GitHub.",,204.rb
8,Week 2 Day 1 Lesson 1: Daily deliberate practice,,"In your `prework-exercises` repository, make a file called `211.rb`.  
Paste the code below and answer the following questions:
```
# DELIBERATE PRACTICE REFLECTION
# Paste a deliberate practice question you are currently working on below.
# Write the code to solve the problem without looking at any notes or other resources.


# Were you able to easily solve the problem from memory?
# If so, describe the next skill you will start to practice tomorrow.
# If not, describe the part you got stuck on that requires more practice.


```
Use the terminal to commit your code and push your changes to GitHub.
```
git add --all
git commit -m ""Add exercise solutions""
git push origin main```",,211.rb
8,Week 2 Day 1 Lesson 2: Review variables,https://vimeo.com/841398738/123c11fb67,"In your `prework-exercises` repository, make a file called `212.rb`.  
Paste the code below and answer the following questions:
```
# QUESTION 1
# Write code to store a number using a variable, then a string using a different variable.
# Then add the two variables together (by converting the number to a string) and 
# store the result in a third variable. Finally, print out the third variable.


# QUESTION 2
# The code below has a mistake in it. Run the code to see the error message,
# then explain what the error message means and what would need to change to fix it.
x = 10
puts x + y
y = x


```
Use the terminal to commit your code and push your changes to GitHub.
```
git add --all
git commit -m ""Add exercise solutions""
git push origin main```","# QUESTION 1
# Write code to store a number using a variable, then a string using a different variable.
# Then add the two variables together (by converting the number to a string) and 
# store the result in a third variable. Finally, print out the third variable.
number = 10
word = ""hello""
sum = number.to_s + word
puts sum

# QUESTION 2
# The code below has a mistake in it. Run the code to see the error message,
# then explain what the error message means and what would need to change to fix it.
x = 10
puts x + y
y = x
# undefined local variable or method `y' for main:Object (NameError)
# This means Ruby doesn't know what y is, since it was used before it was defined
# To fix this, line 15 has to move before line 14",212.rb
8,Week 2 Day 1 Lesson 3: Intermediate variables,https://vimeo.com/841398770/44668344e0,"In your `prework-exercises` repository, make a file called `213.rb`.  
Paste the code below and answer the following questions:
```
# QUESTION 1
# Rewrite the code below to use string interpolation instead of concatenation.
first_name = ""Katherine""
last_name = ""Johnson""
puts first_name + "" "" + last_name + "" was a NASA research mathematician.""


# QUESTION 2
# The following code has several mistakes that cause it to crash and not run properly.
# Fix the mistakes to make sure the code runs properly.
name = ""Salvador""
age = 37
puts name + ""is"" + age + ""years old and goes by ""Chava"" with his friends"".
```
Use the terminal to commit your code and push your changes to GitHub.
```
git add --all
git commit -m ""Add exercise solutions""
git push origin main```","# QUESTION 1
# Rewrite the code below to use string interpolation instead of concatenation.
first_name = ""Katherine""
last_name = ""Johnson""
puts ""#{first_name} #{last_name} was a NASA research mathematician.""


# QUESTION 2
# The following code has several mistakes that cause it to crash and not run properly.
# Fix the mistakes to make sure the code runs properly.
name = ""Salvador""
age = 37
puts name + "" is "" + age.to_s + "" years old and goes by Chava with his friends.""",213.rb
8,Week 2 Day 1 Lesson 4: Advanced variables,https://vimeo.com/841398797/846cf3f4e7,"In your `prework-exercises` repository, make a file called `214.rb`.  
Paste the code below and answer the following questions:
```
# QUESTION 1
# Annotate the code below to clarify the status of each variable on each line of code. 
# When you're done, print the values of red, blue, and green to double check your work.
red = 3             # 1
blue = 8            # 2
green = red + blue  # 3
red = blue + green  # 4
green = blue - blue # 5
blue = red * green  # 6
red = green + 2     # 7
blue = red * 2      # 8
green = blue * red  # 9
red = green - blue  # 10
green = red * green # 11

# 1: red is 3
# 2: red is 3, blue is 8
# 3: 
# 4: 
# 5: 
# 6: 
# 7: 
# 8: 
# 9: 
# 10: 
# 11: 

# QUESTION 2
# Fix the code found below. 
# You should do so by moving around the order of the lines.
ohio = 1
grand = erie * franklin
erie = 2
wells = franklin / grand
grand = 3
franklin = ohio + erie + grand
```
Use the terminal to commit your code and push your changes to GitHub.
```
git add --all
git commit -m ""Add exercise solutions""
git push origin main```","# QUESTION 1
# Annotate the code below to clarify the status of each variable on each line of code. 
# When you're done, print the values of red, blue, and green to double check your work.
red = 3             # 1
blue = 8            # 2
green = red + blue  # 3
red = blue + green  # 4
green = blue - blue # 5
blue = red * green  # 6
red = green + 2     # 7
blue = red * 2      # 8
green = blue * red  # 9
red = green - blue  # 10
green = red * green # 11
puts red, blue, green
# 1: red is 3
# 2: red is 3, blue is 8
# 3: red is 3, blue is 8, green is 11
# 4: red is 19, blue is 8, green is 11
# 5: red is 19, blue is 8, green is 0
# 6: red is 19, blue is 0, green is 0
# 7: red is 2, blue is 0, green is 0
# 8: red is 2, blue is 4, green is 0
# 9: red is 2, blue is 4, green is 8
# 10: red is 4, blue is 4, green is 8
# 11: red is 4, blue is 4, green is 32

# QUESTION 2
# Fix the code found below. 
# You should do so by moving around the order of the lines.
ohio = 1
erie = 2
grand = 3
franklin = ohio + erie + grand
grand = erie * franklin
wells = franklin / grand",214.rb
9,Week 2 Day 2 Lesson 1: Daily deliberate practice,,"In your `prework-exercises` repository, make a file called `221.rb`.  
Paste the code below and answer the following questions:
```
# DELIBERATE PRACTICE REFLECTION
# Paste a deliberate practice question you are currently working on below.
# Write the code to solve the problem without looking at any notes or other resources.


# Were you able to easily solve the problem from memory?
# If so, describe the next skill you will start to practice tomorrow.
# If not, describe the part you got stuck on that requires more practice.


```
Use the terminal to commit your code and push your changes to GitHub.
```
git add --all
git commit -m ""Add exercise solutions""
git push origin main```",,221.rb
9,Week 2 Day 2 Lesson 2: Review conditionals,https://vimeo.com/841398817/12a25cfece,"In your `prework-exercises` repository, make a file called `222.rb`.  
Paste the code below and answer the following questions:
```
# QUESTION 1
# Write a program that asks the user for their name.
# If their name is Martin, print ""Hi Martin!"" to the screen.
# Otherwise print ""You're not Martin.""


# QUESTION 2
# Fix the indentation and the errors with the code below.
x = 1000
if x < 5
puts 0
else if x < 10
puts 1
else x < 100
puts 2
```
Use the terminal to commit your code and push your changes to GitHub.
```
git add --all
git commit -m ""Add exercise solutions""
git push origin main```","# QUESTION 1
# Write a program that asks the user for their name.
# If their name is Martin, print ""Hi Martin!"" to the screen.
# Otherwise print ""You're not Martin.""
puts ""Enter your name: ""
name = gets.chomp
if name == ""Martin""
  puts ""Hi Martin!""
else
  puts ""You're not Martin.""
end

# QUESTION 2
# Fix the indentation and the errors with the code below.
x = 1000
if x < 5
  puts 0
elsif x < 10
  puts 1
else
  puts 2
end",222.rb
9,Week 2 Day 2 Lesson 3: Intermediate conditionals,https://vimeo.com/841398840/46ab4df734,"In your `prework-exercises` repository, make a file called `223.rb`.  
Paste the code below and answer the following questions:
```
# QUESTION 1
# Annotate the following code to keep track of the variables.
x = 10                # 1
y = 4                 # 2
if x == 10 && y == 10 
  x = 10              
  y = 10              
end                   
if x == 10 || y == 10 
  x = x + y           
  y = x + y           
end                   
p x                   
p y                   

# 1: x is 10
# 2: x is 10, y is 4
# 3: 
# 4: 
# 5: 
# 6: 
# 7: 
# 8: 
# 9: 
# 10: 


# QUESTION 2
# Fix the error with the code below.
x = 5
if 0 <= x <= 10
  puts ""The variable x is between 0 and 10.""
end
```
Use the terminal to commit your code and push your changes to GitHub.
```
git add --all
git commit -m ""Add exercise solutions""
git push origin main```","# QUESTION 1
# Annotate the following code to keep track of the variables.
x = 10                # 1
y = 4                 # 2
if x == 10 && y == 10 # 3
  x = 10              
  y = 10              
end                   
if x == 10 || y == 10 # 4
  x = x + y           # 5
  y = x + y           # 6
end                   
p x                   # 7
p y                   # 8

# 1: x is 10
# 2: x is 10, y is 4
# 3: (x is 10 but y is not 10, end the if condition)
# 4: (x is 10, continue)
# 5: x is 14, y is 4
# 6: y is 14, y is 18
# 7: (print 14)
# 8: (print 18)


# QUESTION 2
# Fix the error with the code below.
x = 5
if 0 <= x && x <= 10
  puts ""The variable x is between 0 and 10.""
end",223.rb
9,Week 2 Day 2 Lesson 4: Advanced conditionals,https://vimeo.com/841398885/9ceb5706bd,"In your `prework-exercises` repository, make a file called `224.rb`.  
Paste the code below and answer the following questions:
```
# QUESTION 1
# Annotate the code below (just the lines that get executed).
# Although it seems like a lot of lines to annotate, 
# there are large amounts of code that never get run!
v = 1             # 1
w = 2             # 2
x = 3             # 3
y = 4             
z = 5             

if 2 > 3          
  x = 10          
  if 2 == 2       
    y = 20        
    if 3 == 3     
      z = 30      
    end           
  end             
  w = 9           
elsif 2 == 2      
  x = 70          
  if 2 > 1        
    y = 80        
  else            
    z = 90        
  end             
  if x < 100      
    w = 8         
    if z == 30    
      y = 100     
    else          
      y = 14      
      if w > 10   
        v = 1000  
      end         
    end           
  else            
    w = 19        
    if z == 200   
      y = 87      
    else          
      y = 33      
      if w > 4    
        v = 10000 
      end         
    end           
  end             
else              
  w = 100         
  x = x + x       
  y = 10          
  if z < w        
    if x < y      
      if z < v    
        z = y     
      end         
    end           
  end             
end               

p v               
p w               
p x               
p y               
p z            

# QUESTION 2
# Fix the indentation of the code below.
apple = 1
banana = 2
carrot = 3

if apple > carrot
if apple > 1
p 1
else
p 2
if banana == 2
p 3
else
p 4
end
end
elsif apple == carrot
if apple > 1
p 5
else
p 6
if banana == 2
p 7
else
p 8
end
end
else
if apple > 1
p 9
else
p 10
if banana == 2
p 11
else
p 12
end
end
end
```
Use the terminal to commit your code and push your changes to GitHub.
```
git add --all
git commit -m ""Add exercise solutions""
git push origin main```","# QUESTION 1
# Annotate the code below (just mark the lines that get executed).
# Although it seems like a lot of lines to annotate, 
# there are large amounts of code that never get run!
v = 1             # 1 (v is 1)
w = 2             # 2 (v is 1, w is 2)
x = 3             # 3 (v is 1, w is 2, x is 3)
y = 4             # 4 (v is 1, w is 2, x is 3, y is 4)
z = 5             # 5 (v is 1, w is 2, x is 3, y is 4, z is 5)

if 2 > 3          # 6 (false)
  x = 10          
  if 2 == 2       
    y = 20        
    if 3 == 3     
      z = 30      
    end           
  end             
  w = 9           
elsif 2 == 2      # 7 (true)
  x = 70          # 8 (v is 1, w is 2, x is 70, y is 4, z is 5)
  if 2 > 1        # 9 (true)
    y = 80        # 10 (v is 1, w is 2, x is 70, y is 80, z is 5)
  else            
    z = 90        
  end             
  if x < 100      # 11 (true)
    w = 8         # 12 (v is 1, w is 8, x is 70, y is 80, z is 5)
    if z == 30    # 13 (false)
      y = 100     
    else          
      y = 14      # 14 (v is 1, w is 8, x is 70, y is 14, z is 5)
      if w > 10   # 15 (false)
        v = 1000  
      end         
    end           
  else            
    w = 19        
    if z == 200   
      y = 87      
    else          
      y = 33      
      if w > 4    
        v = 10000 
      end         
    end           
  end             
else              
  w = 100         
  x = x + x       
  y = 10          
  if z < w        
    if x < y      
      if z < v    
        z = y     
      end         
    end           
  end             
end               

p v               # 16 (print 1)
p w               # 17 (print 8)
p x               # 18 (print 70)
p y               # 19 (print 14)
p z               # 20 (print 5)

# QUESTION 2
# Fix the indentation of the code below.
apple = 1
banana = 2
carrot = 3

if apple > carrot
  if apple > 1
    p 1
  else
    p 2
    if banana == 2
      p 3
    else
      p 4
    end
  end
elsif apple == carrot
  if apple > 1
    p 5
  else
    p 6
    if banana == 2
      p 7
    else
      p 8
    end
  end
else
  if apple > 1
    p 9
  else
    p 10
    if banana == 2
      p 11
    else
      p 12
    end
  end
end",224.rb
10,Week 2 Day 3 Lesson 1: Daily deliberate practice,,"In your `prework-exercises` repository, make a file called `231.rb`.  
Paste the code below and answer the following questions:
```
# DELIBERATE PRACTICE REFLECTION
# Paste a deliberate practice question you are currently working on below.
# Write the code to solve the problem without looking at any notes or other resources.


# Were you able to easily solve the problem from memory?
# If so, describe the next skill you will start to practice tomorrow.
# If not, describe the part you got stuck on that requires more practice.


```
Use the terminal to commit your code and push your changes to GitHub.
```
git add --all
git commit -m ""Add exercise solutions""
git push origin main```",,231.rb
10,Week 2 Day 3 Lesson 2: Review loops,https://vimeo.com/841398920/0952490caf,"In your `prework-exercises` repository, make a file called `232.rb`.  
Paste the code below and answer the following questions:
```
# QUESTION 1
# Write code that prints all the years between 1980 to 2020 (including 1980 and 2020).


# QUESTION 2
# The following code is supposed to print the numbers 1 through 10, but it has errors.
# Fix the errors with the code below.
count = 0
while count > 10
  puts count
```
Use the terminal to commit your code and push your changes to GitHub.
```
git add --all
git commit -m ""Add exercise solutions""
git push origin main```","# QUESTION 1
# Write code that prints all the years between 1980 to 2020 (including 1980 and 2020).
year = 1980
while year <= 2020
  puts year
  year = year + 1
end

# QUESTION 2
# The following code is supposed to print the numbers 1 through 10, but it has errors.
# Fix the errors with the code below.
count = 1
while count <= 10
  puts count
  count = count + 1
end",232.rb
10,Week 2 Day 3 Lesson 3: Intermediate loops,https://vimeo.com/841398950/3a6e6588e8,"In your `prework-exercises` repository, make a file called `233.rb`.  
Paste the code below and answer the following questions:
```
# QUESTION 1
# Rewrite the while loop using a .times loop, then rewrite it again using a .each loop.
numbers = [4, 3, 1, 5]
new_numbers = []
index = 0
while index < numbers.length
  number = numbers[index]
  new_numbers.push(number + 5)
  index = index + 1
end
pp new_numbers


# QUESTION 2
# Fix the errors with the code below.
colors = [""red"", ""green"", ""blue""]
color.each do |colors|
  puts color.upcase
  index = index + 1
end
```
Use the terminal to commit your code and push your changes to GitHub.
```
git add --all
git commit -m ""Add exercise solutions""
git push origin main```","# QUESTION 1
# Rewrite the while loop using a .times loop, then rewrite it again using a .each loop.
numbers = [4, 3, 1, 5]
new_numbers = []
index = 0
while index < numbers.length
  number = numbers[index]
  new_numbers.push(number + 5)
  index = index + 1
end
pp new_numbers

numbers = [4, 3, 1, 5]
new_numbers = []
index = 0
numbers.length.times do
  new_numbers.push(numbers[index] + 5)
  index = index + 1
end
pp new_numbers

numbers = [4, 3, 1, 5]
new_numbers = []
numbers.each do |number|
  new_numbers.push(number + 5)
end
pp new_numbers


# QUESTION 2
# Fix the errors with the code below.
colors = [""red"", ""green"", ""blue""]
colors.each do |color|
  puts color.upcase
end",233.rb
10,Week 2 Day 3 Lesson 4: Advanced loops,https://vimeo.com/841398999/f848af6dc4,"In your `prework-exercises` repository, make a file called `234.rb`.  
Paste the code below and answer the following questions:
```
# QUESTION 1
# Finish annotating the code below (just the lines that get executed). 
# The first several comments are done for you.
booyeah = 0                # 1
2.times do                 # 2
  booyeah = booyeah + 1    # 3
  3.times do               # 4 6
    booyeah = booyeah + 2  # 5 7
  end                      
end                        
p booyeah                  #


# QUESTION 2
# The following code is supposed to print ""OUTER LOOP"" followed by ""inner loop"" three times,
# then print ""OUTER LOOP"" followed by ""inner loop"" three times again.
# However, there is a mistake in the code that causes the code to run forever.
# Find and fix the mistake.
index = 0
while index < 2
  puts ""OUTER LOOP""
  index2 = 0
  while index2 < 3
    puts ""inner loop""
    index = index + 1
  end
  index = index + 1
end

```
Use the terminal to commit your code and push your changes to GitHub.
```
git add --all
git commit -m ""Add exercise solutions""
git push origin main```","# QUESTION 1
# Finish annotating the code below (just mark the lines that get executed). 
# The first several comments are done for you.
booyeah = 0                # 1
2.times do                 # 2     10 
  booyeah = booyeah + 1    # 3     11 14
  3.times do               # 4 6 8 12 15 17 19
    booyeah = booyeah + 2  # 5 7 9 13 16 18 20
  end                      
end                        
p booyeah                  #                21


# QUESTION 2
# The following code is supposed to print ""OUTER LOOP"" followed by ""inner loop"" three times,
# then print ""OUTER LOOP"" followed by ""inner loop"" three times again.
# However, there is a mistake in the code that causes the code to run forever.
# Find and fix the mistake.
index = 0
while index < 2
  puts ""OUTER LOOP""
  index2 = 0
  while index2 < 3
    puts ""inner loop""
    index2 = index2 + 1
  end
  index = index + 1
end",234.rb
11,Week 2 Day 4 Lesson 1: Daily deliberate practice,,"In your `prework-exercises` repository, make a file called `241.rb`.  
Paste the code below and answer the following questions:
```
# DELIBERATE PRACTICE REFLECTION
# Paste a deliberate practice question you are currently working on below.
# Write the code to solve the problem without looking at any notes or other resources.


# Were you able to easily solve the problem from memory?
# If so, describe the next skill you will start to practice tomorrow.
# If not, describe the part you got stuck on that requires more practice.


```
Use the terminal to commit your code and push your changes to GitHub.
```
git add --all
git commit -m ""Add exercise solutions""
git push origin main```",,241.rb
11,Week 2 Day 4 Lesson 2: Review arrays and hashes,https://vimeo.com/841399106/f6e3464a61,"In your `prework-exercises` repository, make a file called `242.rb`.  
Paste the code below and answer the following questions:
```
# QUESTION 1
# Use a variable to store an array with three different words.
# Then add one more word to the array and print the array on one line.


# QUESTION 2
# Use a variable to store a hash with two different words and their definitions.
# Then add one more word with its definition and print the hash on one line.


```
Use the terminal to commit your code and push your changes to GitHub.
```
git add --all
git commit -m ""Add exercise solutions""
git push origin main```","# QUESTION 1
# Use a variable to store an array with three different words.
# Then add one more word to the array and print the array on one line.
words = [""one"", ""two"", ""three""]
words.push(""four"")
pp words

# QUESTION 2
# Use a variable to store a hash with two different words and their definitions.
# Then add one more word with its definition and print the hash on one line.
definitions = { ""boat"" => ""a thing that floats"", ""moat"" => ""a place for boats"" }
definitions[""goat""] = ""a thing in a boat""
pp definitions",242.rb
11,Week 2 Day 4 Lesson 3: Intermediate arrays and hashes,https://vimeo.com/841399149/2746789bd3,"In your `prework-exercises` repository, make a file called `243.rb`.  
Paste the code below and answer the following questions:
```
# QUESTION 1
# Convert all three lines of the following code
# to use symbols instead of strings for the hash keys.
product = {""name"" => ""Jacket"", ""price"" => 49.99, ""color"" => ""red""}
puts product[""name""] # the output is Jacket
puts product[""price""] # the output is 49.99


# QUESTION 2
# The following code is supposed to add a new item to an existing hash,
# but it has mistakes that cause the code to crash.
# Find and fix the errors with the code.
fruits = { coconut: 1, apple: 2, banana: 3 }
fruits.push(pears: 3)
pp fruits
```
Use the terminal to commit your code and push your changes to GitHub.
```
git add --all
git commit -m ""Add exercise solutions""
git push origin main```","# QUESTION 1
# Convert all three lines of the following code
# to use symbols instead of strings for the hash keys.
product = {:name => ""Jacket"", :price => 49.99, :color => ""red""}
puts product[:name] # the output is Jacket
puts product[:price] # the output is 49.99


# QUESTION 2
# The following code is supposed to add a new item to an existing hash,
# but it has mistakes that cause the code to crash.
# Find and fix the errors with the code.
fruits = { coconut: 1, apple: 2, banana: 3 }
fruits[:pears] = 3
pp fruits",243.rb
11,Week 2 Day 4 Lesson 4: Advanced arrays and hashes,https://vimeo.com/841399179/1b44416ed5,"In your `prework-exercises` repository, make a file called `244.rb`.  
Paste the code below and answer the following questions:
```
# QUESTION 1
# Write a line of code to print out the name for drink1. 
# Then write a line of code to print out the ingredients for drink1. 
# Then write a line of code to print out only the first ingredient for drink1. 
# The final output should be: ""Seltzer"", then [""water"", ""bubbles""], then ""water""
drink1 = {""name"" => ""Seltzer"", ""ingredients"" => [""water"", ""bubbles""]}
drink2 = {""name"" => ""Coca Cola"", ""ingredients"" => [""water"", ""bubbles"", ""sugar"", ""brown food coloring""]}
drink3 = {""name"" => ""water"", ""ingredients"" => [""hydrogen"", ""oxygen""]}


# QUESTION 2
# Start with the array of hashes below.
# Write a loop to print out each person's hobby using a p statement, each on separate lines.
people = [
  {
    ""first_name"" => ""Robert"",
    ""last_name"" => ""Garcia"", 
    ""hobbies"" => [""basketball"", ""chess"", ""phone tag""]
   },
   {
    ""first_name"" => ""Molly"",
    ""last_name"" => ""Barker"",
    ""hobbies"" => [""programming"", ""reading"", ""jogging""]
   },
   {
    ""first_name"" => ""Kelly"",
    ""last_name"" => ""Miller"",
    ""hobbies"" => [""cricket"", ""baking"", ""stamp collecting""]
   }
]
```
Use the terminal to commit your code and push your changes to GitHub.
```
git add --all
git commit -m ""Add exercise solutions""
git push origin main```","# QUESTION 1
# Write a line of code to print out the name for drink1. 
# Then write a line of code to print out the ingredients for drink1 (on a single line). 
# Then write a line of code to print out only the first ingredient for drink1. 
# The final output should be: ""Seltzer"", then [""water"", ""bubbles""], then ""water""
drink1 = {""name"" => ""Seltzer"", ""ingredients"" => [""water"", ""bubbles""]}
drink2 = {""name"" => ""Coca Cola"", ""ingredients"" => [""water"", ""bubbles"", ""sugar"", ""brown food coloring""]}
drink3 = {""name"" => ""water"", ""ingredients"" => [""hydrogen"", ""oxygen""]}
pp drink1[""name""]
pp drink1[""ingredients""]
pp drink1[""ingredients""][0]

# QUESTION 2
# Start with the array of hashes below.
# Write a loop to print out each person's hobby using a pp statement, each on separate lines.
people = [
  {
    ""first_name"" => ""Robert"",
    ""last_name"" => ""Garcia"", 
    ""hobbies"" => [""basketball"", ""chess"", ""phone tag""]
   },
   {
    ""first_name"" => ""Molly"",
    ""last_name"" => ""Barker"",
    ""hobbies"" => [""programming"", ""reading"", ""jogging""]
   },
   {
    ""first_name"" => ""Kelly"",
    ""last_name"" => ""Miller"",
    ""hobbies"" => [""cricket"", ""baking"", ""stamp collecting""]
   }
]
index = 0
while index < people.length
  pp people[index][""hobbies""]
  index = index + 1
end",244.rb
12,Week 2 Day 5 Lesson 1: Daily deliberate practice,,"In your `prework-exercises` repository, make a file called `251.rb`.  
Paste the code below and answer the following questions:
```
# DELIBERATE PRACTICE REFLECTION
# Paste a deliberate practice question you are currently working on below.
# Write the code to solve the problem without looking at any notes or other resources.


# Were you able to easily solve the problem from memory?
# If so, describe the next skill you will start to practice tomorrow.
# If not, describe the part you got stuck on that requires more practice.


```
Use the terminal to commit your code and push your changes to GitHub.
```
git add --all
git commit -m ""Add exercise solutions""
git push origin main```",,251.rb
12,Week 2 Day 5 Lesson 2: Review methods and classes,https://vimeo.com/841399224/4c1d990785,"In your `prework-exercises` repository, make a file called `252.rb`.  
Paste the code below and answer the following questions:
```
# QUESTION 1
# Write a method that takes in four numbers and returns the numbers added together.
# Then run the method and print the result. 
# (Note: you do not need to make a custom class for this exercise, just a method)


# QUESTION 2
# Write a class called Shoe that stores attributes for name, color, and price.
# Then make an instance of a shoe and print out the details using `pp`.
# (Note: for this problem, just make the initialize method in the class, no other methods needed)


```
Use the terminal to commit your code and push your changes to GitHub.
```
git add --all
git commit -m ""Add exercise solutions""
git push origin main```","# QUESTION 1
# Write a method that takes in four numbers and returns the numbers added together.
# Then run the method and print the result. 
# (Note: you do not need to make a custom class for this exercise, just a method)
def sum(a, b, c, d)
  return a + b + c + d
end

puts sum(1, 2, 3, 4)

# QUESTION 2
# Write a class called Shoe that stores attributes for name, color, and price.
# Then make an instance of a shoe and print out the details using `pp`.
# (Note: for this problem, just make the initialize method in the class, no other methods needed)
class Shoe
  def initialize(input_name, input_color, input_price)
    @name = input_name
    @color = input_color
    @price = input_price
  end
end

shoe = Shoe.new(""Air Jordans"", ""Red"", 300)
pp shoe",252.rb
12,Week 2 Day 5 Lesson 3: Intermediate methods and classes,https://vimeo.com/841399297/262a6b3b06,"In your `prework-exercises` repository, make a file called `253.rb`.  
Paste the code below and answer the following questions:
```
# QUESTION 1
# Revise the Song class so that it reflects idiomatic Ruby conventions.
class Song
  def set_title(input_title)
    @song_title = input_title
  end
  
  def title
    return @song_title
  end

  def set_artist(artist)
    @song_artist = artist
  end

  def artist
    return @song_artist
  end

  def set_lyrics(lyrics)
    @song_lyrics = lyrics
  end

  def lyrics
    return @song_lyrics
  end
end


# QUESTION 2
# Fix the errors in the code below.
class Person
  attr_reader :name, :height
end

person = Person.initialize(""Rob"", 80)
pp person
pp person.name
pp person.height
```
Use the terminal to commit your code and push your changes to GitHub.
```
git add --all
git commit -m ""Add exercise solutions""
git push origin main```","# QUESTION 1
# Revise the Song class so that it reflects idiomatic Ruby conventions.
class Song
  attr_reader :title, :artist, :lyrics
  attr_writer :title, :artist, :lyrics

  def initialize(input_title, input_artist, input_lyrics)
    @title = input_title
    @artist = input_artist
    @lyrics = input_lyrics
  end
end


# QUESTION 2
# Fix the errors in the code below.
class Person
  attr_reader :name, :height

  def initialize(name, height)
    @name = name
    @height = height
  end
end

person = Person.new(""Rob"", 80)
pp person
pp person.name
pp person.height",253.rb
